epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,453.927,1.39533,0.7506,1.07944,0.86415,0.82621,0.89016,0.43942,1.56561,0.74608,1.32032,0.0012872,0.0012872,0.0012872
56,462.102,1.41184,0.74456,1.09068,0.87279,0.81379,0.89155,0.43795,1.55304,0.73068,1.31104,0.001274,0.001274,0.001274
57,470.267,1.39849,0.73664,1.09265,0.88245,0.82207,0.90038,0.45196,1.52057,0.73389,1.32803,0.0012608,0.0012608,0.0012608
58,478.427,1.40868,0.75042,1.09547,0.87438,0.82569,0.88723,0.43001,1.51838,0.7565,1.33656,0.0012476,0.0012476,0.0012476
59,486.575,1.44022,0.76525,1.09795,0.87806,0.84422,0.90439,0.4571,1.5488,0.73905,1.35268,0.0012344,0.0012344,0.0012344
60,494.777,1.41458,0.73343,1.09433,0.86869,0.85772,0.89425,0.4434,1.52335,0.78464,1.30364,0.0012212,0.0012212,0.0012212
61,502.969,1.40876,0.74794,1.0987,0.88924,0.83172,0.89907,0.45177,1.48722,0.69838,1.29836,0.001208,0.001208,0.001208
62,511.181,1.35552,0.72324,1.07845,0.88676,0.83724,0.89656,0.44758,1.48848,0.70169,1.27362,0.0011948,0.0011948,0.0011948
63,519.346,1.3653,0.7337,1.08114,0.87004,0.84966,0.89919,0.44796,1.5422,0.72076,1.31083,0.0011816,0.0011816,0.0011816
64,527.501,1.39864,0.74949,1.09563,0.8625,0.83923,0.90186,0.44423,1.53451,0.69671,1.3149,0.0011684,0.0011684,0.0011684
65,535.702,1.39182,0.74888,1.0882,0.86188,0.85103,0.9061,0.44759,1.52272,0.72949,1.2863,0.0011552,0.0011552,0.0011552
66,543.894,1.41176,0.76411,1.09444,0.87737,0.84872,0.909,0.4505,1.54934,0.68868,1.31396,0.001142,0.001142,0.001142
67,552.047,1.37316,0.73563,1.07686,0.87353,0.84,0.90301,0.44999,1.53614,0.71319,1.3145,0.0011288,0.0011288,0.0011288
68,560.208,1.3758,0.72979,1.08469,0.88843,0.83724,0.89842,0.462,1.48292,0.71932,1.29875,0.0011156,0.0011156,0.0011156
69,568.395,1.39966,0.73847,1.09654,0.88496,0.85103,0.91237,0.43902,1.51237,0.70671,1.30033,0.0011024,0.0011024,0.0011024
70,576.557,1.34768,0.70577,1.07376,0.88386,0.85655,0.91694,0.46518,1.50726,0.67053,1.30105,0.0010892,0.0010892,0.0010892
71,584.712,1.35791,0.73024,1.07282,0.87211,0.85592,0.89837,0.46028,1.54904,0.70324,1.34175,0.001076,0.001076,0.001076
72,592.87,1.35071,0.72569,1.06688,0.89946,0.79448,0.88469,0.43389,1.56517,0.70795,1.31412,0.0010628,0.0010628,0.0010628
73,601.043,1.37854,0.72672,1.07678,0.86799,0.85251,0.89448,0.45493,1.50702,0.69598,1.33015,0.0010496,0.0010496,0.0010496
74,609.207,1.35745,0.72563,1.06933,0.85075,0.85379,0.89584,0.45069,1.49555,0.69444,1.27986,0.0010364,0.0010364,0.0010364
75,617.353,1.34976,0.71125,1.05825,0.8607,0.84372,0.89572,0.45239,1.53413,0.70241,1.31658,0.0010232,0.0010232,0.0010232
76,625.557,1.35291,0.7164,1.06375,0.87082,0.84966,0.90058,0.45129,1.49546,0.6807,1.27665,0.00101,0.00101,0.00101
77,634.018,1.32942,0.72346,1.0609,0.86756,0.85836,0.90099,0.43642,1.57409,0.70256,1.31506,0.0009968,0.0009968,0.0009968
78,642.484,1.32875,0.70289,1.05873,0.85276,0.85474,0.90027,0.44564,1.54769,0.70949,1.28594,0.0009836,0.0009836,0.0009836
79,650.778,1.3194,0.68969,1.058,0.87564,0.87405,0.91139,0.46547,1.52702,0.68534,1.32799,0.0009704,0.0009704,0.0009704
80,659.061,1.28451,0.67018,1.05263,0.82737,0.84414,0.89024,0.43418,1.54522,0.70559,1.33901,0.0009572,0.0009572,0.0009572
81,667.324,1.33437,0.70537,1.07277,0.85821,0.8599,0.90959,0.44327,1.5244,0.69228,1.32525,0.000944,0.000944,0.000944
82,675.685,1.32973,0.69539,1.05955,0.87055,0.83448,0.9057,0.43941,1.52918,0.67796,1.31591,0.0009308,0.0009308,0.0009308
83,683.953,1.32828,0.70629,1.05937,0.86684,0.83586,0.90255,0.45329,1.54818,0.69838,1.34424,0.0009176,0.0009176,0.0009176
84,692.309,1.29834,0.68611,1.06132,0.86368,0.8331,0.90525,0.4482,1.52918,0.71107,1.3302,0.0009044,0.0009044,0.0009044
85,700.447,1.29817,0.68983,1.04369,0.83085,0.87586,0.90722,0.46089,1.51176,0.67421,1.30591,0.0008912,0.0008912,0.0008912
86,708.608,1.29053,0.66916,1.03597,0.87404,0.85241,0.91267,0.45852,1.53579,0.67113,1.33232,0.000878,0.000878,0.000878
87,716.725,1.3012,0.6863,1.05994,0.89217,0.83306,0.91317,0.45379,1.52303,0.68787,1.31105,0.0008648,0.0008648,0.0008648
88,724.844,1.28131,0.66815,1.05571,0.85402,0.84138,0.89418,0.44598,1.51448,0.69025,1.29984,0.0008516,0.0008516,0.0008516
89,732.971,1.28673,0.66233,1.04407,0.85398,0.86314,0.90113,0.45785,1.51901,0.6803,1.29869,0.0008384,0.0008384,0.0008384
90,741.119,1.29791,0.68804,1.05043,0.89167,0.84,0.91062,0.45601,1.51508,0.6635,1.31773,0.0008252,0.0008252,0.0008252
91,749.266,1.30726,0.67037,1.0437,0.86355,0.85793,0.90825,0.44671,1.48069,0.66842,1.25761,0.000812,0.000812,0.000812
92,757.402,1.30837,0.69488,1.03946,0.85561,0.87586,0.90742,0.47072,1.47437,0.68338,1.27637,0.0007988,0.0007988,0.0007988
93,765.576,1.28319,0.69567,1.04289,0.87027,0.86345,0.91266,0.47327,1.50234,0.68089,1.3124,0.0007856,0.0007856,0.0007856
94,773.78,1.28256,0.67339,1.03377,0.86908,0.81931,0.89373,0.44602,1.53627,0.67849,1.34305,0.0007724,0.0007724,0.0007724
95,781.901,1.27757,0.67009,1.05063,0.83729,0.85241,0.89592,0.45378,1.50263,0.67266,1.28428,0.0007592,0.0007592,0.0007592
96,790.038,1.27777,0.67456,1.04057,0.86651,0.81931,0.89688,0.45237,1.51497,0.665,1.30682,0.000746,0.000746,0.000746
97,798.172,1.29376,0.66832,1.05,0.84465,0.85491,0.9027,0.45545,1.55187,0.68263,1.33592,0.0007328,0.0007328,0.0007328
98,806.322,1.28916,0.68289,1.03585,0.85534,0.86345,0.9023,0.46111,1.48508,0.66622,1.30353,0.0007196,0.0007196,0.0007196
99,814.45,1.27026,0.67327,1.03022,0.87968,0.84706,0.91148,0.46896,1.50012,0.65874,1.30296,0.0007064,0.0007064,0.0007064
100,822.615,1.28687,0.67208,1.03828,0.87526,0.86137,0.91173,0.46138,1.5189,0.66019,1.30544,0.0006932,0.0006932,0.0006932
101,830.752,1.2553,0.65685,1.03634,0.87693,0.84526,0.91001,0.46656,1.48896,0.68795,1.30076,0.00068,0.00068,0.00068
102,838.93,1.24629,0.6472,1.01849,0.86579,0.86312,0.91207,0.46518,1.53598,0.66114,1.33105,0.0006668,0.0006668,0.0006668
103,847.079,1.26365,0.66324,1.02167,0.84683,0.85793,0.90853,0.46345,1.50416,0.66424,1.29122,0.0006536,0.0006536,0.0006536
104,855.227,1.24365,0.65335,1.02714,0.86335,0.85655,0.91534,0.46505,1.50589,0.66864,1.31498,0.0006404,0.0006404,0.0006404
105,863.358,1.23514,0.64844,1.0244,0.83923,0.86897,0.90726,0.4745,1.49314,0.66325,1.30072,0.0006272,0.0006272,0.0006272
106,871.546,1.2352,0.64379,1.01826,0.84079,0.86069,0.90318,0.45809,1.50193,0.6696,1.28792,0.000614,0.000614,0.000614
107,879.684,1.25251,0.64794,1.02344,0.84274,0.85002,0.90362,0.46194,1.5187,0.65676,1.30681,0.0006008,0.0006008,0.0006008
108,887.828,1.2019,0.63801,1.02356,0.82656,0.86771,0.90207,0.46801,1.52707,0.6568,1.32112,0.0005876,0.0005876,0.0005876
109,895.946,1.23331,0.6576,1.01648,0.90298,0.8088,0.9036,0.47158,1.48873,0.66189,1.2957,0.0005744,0.0005744,0.0005744
110,904.107,1.23205,0.63842,1.01511,0.86013,0.85667,0.90658,0.46726,1.48174,0.66362,1.3,0.0005612,0.0005612,0.0005612
