epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.961265,0,123.372,0,0,0,0,0,1.71505,21.9531,0.85269,1.25e-05,1.25e-05,1.25e-05
2,1.25509,0.74792,123.866,0.23829,0,0,0,0,1.74435,21.9688,0.87184,3.71287e-05,3.71287e-05,3.71287e-05
3,1.51885,0.70193,123.826,0.44906,0,0,0,0,1.69753,21.9375,0.85157,6.12625e-05,6.12625e-05,6.12625e-05
4,1.77603,1.70571,125.157,0.72448,0,0,0,0,1.6538,21.9062,0.83264,8.49012e-05,8.49012e-05,8.49012e-05
5,2.07458,0.33901,123.674,0.09949,0,0,0,0,1.87348,22.0938,0.89862,0.000108045,0.000108045,0.000108045
6,2.39203,0.4698,122.59,0.13949,0,0,0,0,1.82467,22.1875,0.93847,0.000130694,0.000130694,0.000130694
7,2.69503,0,120.909,0,0,0,0,0,2.07237,22.5156,1.0773,0.000152847,0.000152847,0.000152847
8,2.99666,0,119.279,0,0,0,0,0,2.23487,22.6406,1.0877,0.000174506,0.000174506,0.000174506
9,3.29125,0,117.541,0,0,0,0,0,3.29441,23.3281,1.42856,0.00019567,0.00019567,0.00019567
10,3.59397,0.73362,118.77,0.47758,0,0,0,0,2.94451,23.0625,1.26696,0.000216339,0.000216339,0.000216339
11,3.89923,1.07361,117.23,0.63626,0,0,0,0,3.20404,23.6562,1.44203,0.000236513,0.000236513,0.000236513
12,4.19428,0,115.574,0,0,0,0,0,2.35675,23.125,1.06622,0.000256191,0.000256191,0.000256191
13,4.50282,2.36842,110.358,1.10287,0,0,0,0,1.90437,23.0469,1.05214,0.000275375,0.000275375,0.000275375
14,4.80308,0,113.78,0,0,0,0,0,1.95863,22.9219,0.97275,0.000294064,0.000294064,0.000294064
15,5.10984,0.96538,113.675,0.38911,0,0,0,0,2.32224,23.0938,1.04097,0.000312257,0.000312257,0.000312257
16,5.41506,0.92388,112.268,0.36373,0,0,0,0,4.2081,24.7344,1.74357,0.000329956,0.000329956,0.000329956
17,5.73468,2.03056,83.1697,0.79543,0,0,0,0,2.45236,24.2656,1.35364,0.00034716,0.00034716,0.00034716
