epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,46.6837,1.45488,1.06755,1.36301,0,0,0,0,4.21895,5.33115,3.40922,0.00048275,0.00048275,0.00048275
64,47.4006,1.39438,0.97535,1.32191,0,0,0,0,4.25165,5.28493,3.29441,0.000470375,0.000470375,0.000470375
65,48.1117,1.27336,0.92073,1.28557,0,0,0,0,4.25165,5.28493,3.29441,0.000458,0.000458,0.000458
66,48.8477,1.24894,0.91344,1.21089,0,0,0,0,4.17317,5.1226,3.22054,0.000445625,0.000445625,0.000445625
67,49.5835,1.23851,0.89116,1.21292,0,0,0,0,3.98519,4.98243,3.21137,0.00043325,0.00043325,0.00043325
68,50.3075,1.22861,0.94393,1.19966,0,0,0,0,4.03897,4.84586,3.20132,0.000420875,0.000420875,0.000420875
69,51.0191,1.29628,0.93535,1.27112,0,0,0,0,4.03897,4.84586,3.20132,0.0004085,0.0004085,0.0004085
70,51.7398,1.26808,0.9251,1.29791,0,0,0,0,3.99637,4.81953,3.20182,0.000396125,0.000396125,0.000396125
71,52.4586,1.20373,0.86168,1.18955,0,0,0,0,4.12875,4.80578,3.18233,0.00038375,0.00038375,0.00038375
72,53.1762,1.31765,0.95873,1.24848,0,0,0,0,4.281,4.80475,3.19439,0.000371375,0.000371375,0.000371375
73,53.8902,1.21029,0.86337,1.26592,0,0,0,0,4.281,4.80475,3.19439,0.000359,0.000359,0.000359
74,54.618,1.11974,0.77977,1.17272,0,0,0,0,4.43379,4.79439,3.17482,0.000346625,0.000346625,0.000346625
75,55.3449,1.16187,0.79039,1.12942,0,0,0,0,4.49126,4.80336,3.19762,0.00033425,0.00033425,0.00033425
76,56.062,1.15749,0.85315,1.21299,0,0,0,0,4.33768,4.81136,3.2226,0.000321875,0.000321875,0.000321875
77,56.7679,1.12033,0.79117,1.14717,0,0,0,0,4.33768,4.81136,3.2226,0.0003095,0.0003095,0.0003095
78,57.4896,1.09431,0.82118,1.18292,0,0,0,0,4.41855,4.80331,3.38367,0.000297125,0.000297125,0.000297125
79,58.2114,1.16966,0.77389,1.14517,0,0,0,0,4.37698,4.82425,3.38564,0.00028475,0.00028475,0.00028475
80,58.9265,1.27842,0.90018,1.23532,0,0,0,0,4.46844,4.82963,3.47676,0.000272375,0.000272375,0.000272375
81,59.6261,1.11291,0.77652,1.14773,0,0,0,0,4.46844,4.82963,3.47676,0.00026,0.00026,0.00026
82,60.3521,1.0989,0.80063,1.16372,0,0,0,0,4.60647,4.84955,3.55966,0.000247625,0.000247625,0.000247625
83,61.0764,1.09378,0.77001,1.17912,0,0,0,0,4.66446,4.8283,3.56966,0.00023525,0.00023525,0.00023525
84,61.8095,1.14728,0.80208,1.15925,0,0,0,0,4.7998,4.7761,3.66264,0.000222875,0.000222875,0.000222875
85,62.5212,1.06497,0.77517,1.10637,0,0,0,0,4.7998,4.7761,3.66264,0.0002105,0.0002105,0.0002105
86,63.2461,1.0687,0.76855,1.12459,0,0,0,0,4.86421,4.7659,3.73372,0.000198125,0.000198125,0.000198125
87,63.9758,1.03039,0.74686,1.16359,0,0,0,0,4.73277,4.80977,3.64314,0.00018575,0.00018575,0.00018575
88,64.685,1.02846,0.73029,1.11094,0,0,0,0,4.68925,4.85763,3.59877,0.000173375,0.000173375,0.000173375
89,65.3982,1.09303,0.81057,1.17045,0,0,0,0,4.68925,4.85763,3.59877,0.000161,0.000161,0.000161
90,66.1174,1.06718,0.7675,1.13666,0,0,0,0,4.67429,4.86776,3.56088,0.000148625,0.000148625,0.000148625
91,67.3253,1.07081,0.77481,1.20504,0,0,0,0,4.68564,4.85348,3.57199,0.00013625,0.00013625,0.00013625
92,68.0811,0.94144,0.72637,1.17867,0,0,0,0,4.68756,4.85039,3.62209,0.000123875,0.000123875,0.000123875
93,68.8156,1.03185,0.70485,1.12206,0,0,0,0,4.68756,4.85039,3.62209,0.0001115,0.0001115,0.0001115
94,69.5365,0.93805,0.7061,1.1428,0,0,0,0,4.7344,4.82941,3.67327,9.9125e-05,9.9125e-05,9.9125e-05
95,70.2575,0.93146,0.68076,1.11124,0,0,0,0,4.76072,4.80964,3.66116,8.675e-05,8.675e-05,8.675e-05
96,70.9714,1.00393,0.71093,1.16174,0,0,0,0,4.83016,4.77256,3.64802,7.4375e-05,7.4375e-05,7.4375e-05
97,71.682,0.95415,0.70026,1.13849,0,0,0,0,4.83016,4.77256,3.64802,6.2e-05,6.2e-05,6.2e-05
98,72.4004,0.9024,0.64868,1.09171,0,0,0,0,4.89748,4.76097,3.65947,4.9625e-05,4.9625e-05,4.9625e-05
99,73.1218,0.84864,0.63137,1.06471,0,0,0,0,4.94182,4.76593,3.6748,3.725e-05,3.725e-05,3.725e-05
100,73.842,0.88007,0.65306,1.07143,0,0,0,0,4.97128,4.75331,3.70367,2.4875e-05,2.4875e-05,2.4875e-05
