epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.48474,3.52732,65.8157,3.26018,0,0,0,0,0,68.875,0,0.0001,0.0001,0.0001
2,2.4682,3.31081,37.9412,3.06325,0,0,0,0,0,68.875,0,0.000210396,0.000210396,0.000210396
3,3.43881,3.53238,31.7477,2.89567,0,0,0,0,0,68.875,0,0.000318565,0.000318565,0.000318565
4,4.39606,3.61321,47.2356,2.27314,0,0,0,0,0,68.875,0,0.000424506,0.000424506,0.000424506
5,5.35644,3.40288,21.2118,2.36581,0,0,0,0,0,68.875,0,0.00052822,0.00052822,0.00052822
6,6.32117,3.3641,29.2354,2.3959,0,0,0,0,0,68.875,0,0.000629706,0.000629706,0.000629706
7,7.27611,3.32532,24.3114,2.07374,0,0,0,0,0,68.875,0,0.000728965,0.000728965,0.000728965
8,8.23838,2.95425,22.3963,2.13058,0,0,0,0,0,68.9375,0,0.000825996,0.000825996,0.000825996
9,9.19575,2.86049,13.8733,2.21442,0,0,0,0,0,66.4375,0,0.0009208,0.0009208,0.0009208
10,10.145,3.19385,15.7738,2.2932,0,0,0,0,0,63.0938,0,0.00101338,0.00101338,0.00101338
11,11.0922,2.94937,17.9447,2.02955,0,0,0,0,0,50.0625,0,0.00110373,0.00110373,0.00110373
12,12.0478,2.99203,12.6065,2.38442,0,0,0,0,0,34.25,0,0.00111388,0.00111388,0.00111388
13,13.0288,2.99432,13.2478,2.21884,0,0,0,0,0,41.6562,0,0.0011015,0.0011015,0.0011015
14,14.303,2.99666,9.96165,2.3873,0,0,0,0,0,46.375,0,0.00108913,0.00108913,0.00108913
15,15.6973,2.79301,9.73657,2.30971,0,0,0,0,0,45.5,0,0.00107675,0.00107675,0.00107675
16,17.1218,2.91425,10.9456,2.17514,0,0,0,0,0,38.875,0,0.00106437,0.00106437,0.00106437
17,18.5543,3.0953,12.5477,1.91687,0,0,0,0,0,28.6562,0,0.001052,0.001052,0.001052
18,20.0119,2.78614,9.21031,2.17827,0,0,0,0,0,23.8906,0,0.00103962,0.00103962,0.00103962
19,21.3708,2.51096,9.30772,2.12261,0,0,0,0,0,21.3906,0,0.00102725,0.00102725,0.00102725
20,22.8442,2.63009,9.7933,2.22132,0,0,0,0,0,19.9531,0,0.00101488,0.00101488,0.00101488
21,24.2226,2.74087,8.81309,2.15169,0,0,0,0,0,19.625,0,0.0010025,0.0010025,0.0010025
22,25.6676,2.89796,8.63325,2.56304,0,0,0,0,0,17.6875,0,0.000990125,0.000990125,0.000990125
23,27.1131,3.19097,10.6781,1.8211,0,0,0,0,0,13.9062,0,0.00097775,0.00097775,0.00097775
24,28.5617,2.79741,10.5624,1.85843,0,0,0,0,0,7.86328,0,0.000965375,0.000965375,0.000965375
25,29.9803,2.67169,8.77857,2.09042,0,0,0,0,0,4.04688,0,0.000953,0.000953,0.000953
26,31.1717,2.79623,8.9662,2.02564,0,0,0,0,0,5.23047,0,0.000940625,0.000940625,0.000940625
27,32.4006,2.53641,8.18311,2.17113,0,0,0,0,0,3.53906,0,0.00092825,0.00092825,0.00092825
28,33.74,2.51484,6.26864,2.14826,0,0,0,0,0,6.39062,0,0.000915875,0.000915875,0.000915875
29,35.1562,2.62515,7.04772,2.00852,0,0,0,0,0,7.875,0,0.0009035,0.0009035,0.0009035
30,36.6885,2.49969,7.01534,2.13452,0,0,0,0,0,6.44531,0,0.000891125,0.000891125,0.000891125
31,38.1231,2.54807,7.5271,1.93536,0,0,0,0,0,5.48828,0,0.00087875,0.00087875,0.00087875
32,39.5497,2.72812,7.55188,1.92306,0,0,0,0,0,3.39453,0,0.000866375,0.000866375,0.000866375
33,40.8115,2.8621,9.20631,1.99393,0,0,0,0,0,2.56836,0,0.000854,0.000854,0.000854
34,42.0995,2.49584,7.8355,1.7432,0,0,0,0,0,1.85742,0,0.000841625,0.000841625,0.000841625
35,43.4101,2.89306,8.76951,1.75158,0,0,0,0,0,1.61914,0,0.00082925,0.00082925,0.00082925
36,44.8834,2.45709,6.27975,1.97632,0,0,0,0,0,1.35938,0,0.000816875,0.000816875,0.000816875
37,46.1092,2.9616,9.63309,2.01581,0,0,0,0,0,0.99609,0,0.0008045,0.0008045,0.0008045
38,47.3402,2.45354,6.43984,1.93408,0,0,0,0,0,0.56836,0,0.000792125,0.000792125,0.000792125
39,48.6963,2.7261,5.87394,1.99291,0,0,0,0,0,0.40625,0,0.00077975,0.00077975,0.00077975
40,50.1468,2.53846,6.03166,2.11138,0,0,0,0,0,0.24805,0,0.000767375,0.000767375,0.000767375
41,51.4089,2.58223,6.1772,1.87639,0,0,0,0,0,0.29688,0,0.000755,0.000755,0.000755
42,52.9198,2.59984,5.67744,1.9637,0,0,0,0,0,0.53125,0,0.000742625,0.000742625,0.000742625
43,54.2773,2.75348,6.57665,1.89249,0,0,0,0,0,0.83594,0,0.00073025,0.00073025,0.00073025
44,55.5155,2.33786,5.4165,1.95945,0,0,0,0,0,0.76367,0,0.000717875,0.000717875,0.000717875
45,56.6865,2.47847,5.62874,1.91247,0,0,0,0,0,0.79688,0,0.0007055,0.0007055,0.0007055
46,58.0893,2.45588,5.31514,1.94087,0,0,0,0,0,0.61328,0,0.000693125,0.000693125,0.000693125
47,59.4011,2.76368,5.93051,1.84902,0,0,0,0,0,0.41602,0,0.00068075,0.00068075,0.00068075
48,60.681,2.31267,5.181,1.93607,0,0,0,0,0,0.25,0,0.000668375,0.000668375,0.000668375
49,62.0947,2.70407,6.08292,1.94295,0,0,0,0,0,0.24609,0,0.000656,0.000656,0.000656
50,63.4889,2.69412,5.75092,1.96018,0,0,0,0,0,0.1875,0,0.000643625,0.000643625,0.000643625
51,64.7321,2.65288,6.38938,1.71347,0,0,0,0,0,0.2793,0,0.00063125,0.00063125,0.00063125
52,66.0728,2.61545,5.39353,1.85115,0,0,0,0,0,0.34961,0,0.000618875,0.000618875,0.000618875
53,67.4587,2.4674,5.34951,1.98462,0,0,0,0,0,0.61914,0,0.0006065,0.0006065,0.0006065
54,68.7499,2.44845,5.32901,1.78761,0,0,0,0,0,0.7207,0,0.000594125,0.000594125,0.000594125
55,70.0386,2.65156,5.34257,1.84884,0,0,0,0,0,0.78027,0,0.00058175,0.00058175,0.00058175
56,71.4878,2.45579,5.16889,1.79718,0,0,0,0,0,0.99805,0,0.000569375,0.000569375,0.000569375
57,72.7099,2.43602,5.79328,1.98942,0,0,0,0,0,0.89648,0,0.000557,0.000557,0.000557
58,74.0014,2.29592,5.13939,1.89687,0,0,0,0,0,0.96875,0,0.000544625,0.000544625,0.000544625
59,75.3498,2.229,5.04855,1.82332,0,0,0,0,0,1.16406,0,0.00053225,0.00053225,0.00053225
60,76.7853,2.42419,5.20626,1.79338,0,0,0,0,0,1.34961,0,0.000519875,0.000519875,0.000519875
61,78.1282,2.26563,5.35213,1.9882,0,0,0,0,0,1.3125,0,0.0005075,0.0005075,0.0005075
62,79.4379,2.19253,5.12171,1.89807,0,0,0,0,0,1.38086,0,0.000495125,0.000495125,0.000495125
63,80.7361,2.43083,5.29142,1.74835,0,0,0,0,0,1.54297,0,0.00048275,0.00048275,0.00048275
64,82.0791,2.40156,5.94539,1.60606,0,0,0,0,0,2.51562,0,0.000470375,0.000470375,0.000470375
65,83.5086,2.51092,4.98348,1.76234,0,0,0,0,0,3.06641,0,0.000458,0.000458,0.000458
66,84.7901,2.13102,4.84316,1.88372,0,0,0,0,0,3.92383,0,0.000445625,0.000445625,0.000445625
67,86.0917,2.55788,5.75587,1.75722,0,0,0,0,0,4.14844,0,0.00043325,0.00043325,0.00043325
68,87.5037,2.43451,5.17982,1.62353,0,0,0,0,0,3.65039,0,0.000420875,0.000420875,0.000420875
69,88.7921,2.44865,5.29414,1.64608,0,0,0,0,0,2.63086,0,0.0004085,0.0004085,0.0004085
70,89.7267,2.55325,5.27718,1.67134,0,0,0,0,0,1.87891,0,0.000396125,0.000396125,0.000396125
71,90.6642,2.22754,4.57591,1.80675,0,0,0,0,0,1.52344,0,0.00038375,0.00038375,0.00038375
72,91.6032,2.50769,5.41121,1.57916,0,0,0,0,0,1.46875,0,0.000371375,0.000371375,0.000371375
73,92.5321,2.19815,4.68753,1.78725,0,0,0,0,0,1.76758,0,0.000359,0.000359,0.000359
74,93.4643,2.50073,5.30331,1.77105,0,0,0,0,0,1.75586,0,0.000346625,0.000346625,0.000346625
75,94.3999,2.26015,4.91928,1.80509,0,0,0,0,0,1.97656,0,0.00033425,0.00033425,0.00033425
76,95.3569,2.3943,4.78497,1.76488,0,0,0,0,0,1.78809,0,0.000321875,0.000321875,0.000321875
77,96.2995,2.22879,4.20156,1.80236,0,0,0,0,0,1.7334,0,0.0003095,0.0003095,0.0003095
78,97.2431,2.25215,4.37038,1.86364,0,0,0,0,0,2.0625,0,0.000297125,0.000297125,0.000297125
79,98.1759,2.36603,4.93215,1.91374,0,0,0,0,0,2.27148,0,0.00028475,0.00028475,0.00028475
80,99.1348,2.57725,5.03904,1.80405,0,0,0,0,0,2.60156,0,0.000272375,0.000272375,0.000272375
81,100.08,2.62355,5.42024,1.64983,0,0,0,0,0,2.67383,0,0.00026,0.00026,0.00026
82,101.029,2.43498,4.97908,1.61854,0,0,0,0,0,2.92969,0,0.000247625,0.000247625,0.000247625
83,101.975,2.39242,4.72045,1.59787,0,0,0,0,0,3.64258,0,0.00023525,0.00023525,0.00023525
84,102.938,2.41051,4.55731,1.78522,0,0,0,0,0,3.03711,0,0.000222875,0.000222875,0.000222875
85,103.868,2.53967,4.7695,2.04795,0,0,0,0,0,1.875,0,0.0002105,0.0002105,0.0002105
86,104.815,2.47918,5.52292,1.79529,0,0,0,0,0,1.47754,0,0.000198125,0.000198125,0.000198125
87,105.758,2.26939,4.38684,1.92153,0,0,0,0,0,1.45898,0,0.00018575,0.00018575,0.00018575
88,106.721,2.50166,4.88043,1.66228,0,0,0,0,0,7.09766,0,0.000173375,0.000173375,0.000173375
89,107.669,2.28287,4.86623,1.7264,0,0,0,0,0,15.8359,0,0.000161,0.000161,0.000161
90,108.616,2.36342,4.15136,1.83244,0,0,0,0,0,19.75,0,0.000148625,0.000148625,0.000148625
91,109.952,1.91422,5.13415,1.36794,0,0,0,0,0,15.2031,0,0.00013625,0.00013625,0.00013625
92,110.912,2.29664,6.57595,1.35281,0,0,0,0,0,13.0312,0,0.000123875,0.000123875,0.000123875
93,111.838,1.6994,5.08535,1.38618,0,0,0,0,0,10.8984,0,0.0001115,0.0001115,0.0001115
94,112.771,2.00083,5.78011,1.60628,0,0,0,0,0,14.5859,0,9.9125e-05,9.9125e-05,9.9125e-05
95,113.694,2.07043,6.4986,1.28069,0,0,0,0,0,17.5469,0,8.675e-05,8.675e-05,8.675e-05
96,114.623,2.16667,8.59015,1.1472,0,0,0,0,0,18.5625,0,7.4375e-05,7.4375e-05,7.4375e-05
97,115.544,1.35907,6.2541,1.2525,0,0,0,0,0,13.8281,0,6.2e-05,6.2e-05,6.2e-05
98,116.465,1.94118,6.78718,1.26161,0,0,0,0,0,11.8047,0,4.9625e-05,4.9625e-05,4.9625e-05
99,117.399,2.42212,6.47669,1.32562,0,0,0,0,0,11.8125,0,3.725e-05,3.725e-05,3.725e-05
100,118.39,1.94842,6.74897,1.31536,0,0,0,0,0,12.0156,0,2.4875e-05,2.4875e-05,2.4875e-05
